Colorado Department of Revenue,,,,
Marijuana Sales by County Report,,,,
January 2014 to Date,,,,
,,,,
Month,Year,County,Medical Marijuana Sales ¹,Retail Marijuana Sales ²
9,2016,Lake,NA,"$251,980 "
9,2016,Larimer,"$1,335,581 ","$4,343,498 "
9,2016,Las Animas,NR,"$2,485,885 "
9,2016,Mesa,NR,NR
9,2016,Moffat,NR,NA
9,2016,Montezuma,"$84,028 ","$1,439,910 "
9,2016,Montrose,NR,NA
9,2016,Morgan,NR,"$652,609 "
9,2016,Ouray,NR,"$515,896 "
9,2016,Park,NR,"$359,173 "
9,2016,Pitkin,"$79,255 ","$852,785 "
9,2016,Pueblo,"$924,444 ","$3,140,055 "
9,2016,Routt,NR,"$835,572 "
9,2016,Saguache,NA,NR
9,2016,San Juan,NA,NR
9,2016,San Miguel,"$52,220 ","$437,620 "
9,2016,Sedgwick,NR,NR
9,2016,Summit,"$142,523 ","$1,412,253 "
9,2016,Teller,NR,NA
9,2016,Weld,"$356,553 ","$2,567,248 "
10,2016, Total,"$35,940,555 ","$80,695,313 "
10,2016,Adams,"$416,490 ","$4,578,245 "
10,2016,Alamosa,NR,NA
10,2016,Arapahoe,"$1,472,572 ","$8,954,428 "
10,2016,Archuleta,NR,NR
10,2016,Boulder,"$2,202,702 ","$5,993,882 "
10,2016,Chaffee,NR,"$352,254 "
10,2016,Clear Creek,"$69,509 ","$486,814 "
10,2016,Conejos,NA,"$380,038 "
10,2016,Costilla,NR,"$265,876 "
10,2016,Denver,"$17,196,445 ","$28,578,229 "
10,2016,Eagle,"$173,346 ","$852,099 "
10,2016,El Paso,"$8,569,109 ",NR
10,2016,Fremont,"$189,039 ",NA
10,2016,Garfield,"$342,751 ","$1,608,072 "
10,2016,Gilpin,NR,"$253,131 "
10,2016,Grand,NR,"$258,512 "
10,2016,Gunnison,NR,"$481,440 "
10,2016,Huerfano,NA,NR
10,2016,Jefferson,"$1,637,140 ","$4,226,976 "
10,2016,La Plata,"$376,178 ","$1,954,316 "
10,2016,Lake,NA,"$198,027 "
10,2016,Larimer,"$1,303,215 ","$4,204,839 "
10,2016,Las Animas,NR,"$2,343,718 "
10,2016,Mesa,NR,NR
10,2016,Moffat,NR,NA
10,2016,Montezuma,"$65,684 ","$1,412,949 "
10,2016,Montrose,NR,NA
10,2016,Morgan,NR,"$621,119 "
10,2016,Ouray,NR,"$404,670 "
10,2016,Park,NR,"$304,140 "
10,2016,Pitkin,"$71,227 ","$527,278 "
10,2016,Pueblo,"$645,119 ","$2,730,719 "
10,2016,Routt,"$205,695 ","$665,803 "
10,2016,Saguache,NA,NR
10,2016,San Juan,NA,NR
10,2016,San Miguel,"$40,475 ","$242,681 "
10,2016,Sedgwick,NR,NR
10,2016,Summit,"$156,993 ","$1,235,632 "
10,2016,Teller,NR,NA
10,2016,Weld,"$242,582 ","$2,535,546 "
11,2016, Total,"$34,839,439 ","$74,382,892 "
11,2016,Adams,"$529,977 ","$4,396,031 "
11,2016,Alamosa,NR,NA
11,2016,Arapahoe,"$1,458,869 ","$8,514,717 "
11,2016,Archuleta,NR,NR
11,2016,Boulder,"$2,099,029 ","$5,444,937 "
11,2016,Chaffee,NR,"$308,023 "
11,2016,Clear Creek,"$70,063 ","$431,209 "
11,2016,Conejos,NA,"$320,078 "
11,2016,Costilla,NR,"$228,406 "
11,2016,Denver,"$17,182,972 ","$26,146,211 "
11,2016,Eagle,"$150,334 ","$886,933 "
11,2016,El Paso,"$8,011,818 ",NR
11,2016,Fremont,NR,NA
11,2016,Garfield,"$317,199 ","$1,372,095 "
11,2016,Gilpin,NR,"$187,219 "
11,2016,Grand,NR,"$250,357 "
11,2016,Gunnison,NR,"$390,416 "
11,2016,Huerfano,NA,NR
11,2016,Jefferson,"$1,474,361 ","$3,935,409 "
11,2016,La Plata,"$339,564 ","$1,718,599 "
11,2016,Lake,NA,NR
11,2016,Larimer,"$1,211,727 ","$3,964,140 "
11,2016,Las Animas,NR,"$2,305,460 "
11,2016,Mesa,NR,NR
11,2016,Moffat,NR,NA
11,2016,Montezuma,"$62,866 ","$1,212,346 "
11,2016,Montrose,NR,NA
11,2016,Morgan,NR,"$558,715 "
11,2016,Ouray,NR,"$298,217 "
11,2016,Park,NR,"$277,990 "
11,2016,Pitkin,"$60,322 ","$445,008 "
11,2016,Pueblo,"$659,236 ","$2,583,047 "
11,2016,Routt,"$168,346 ","$593,501 "
11,2016,Saguache,NA,NR
11,2016,San Juan,NA,NR
11,2016,San Miguel,"$30,453 ","$146,596 "
11,2016,Sedgwick,NR,NR
11,2016,Summit,NR,"$1,314,039 "
11,2016,Teller,NR,NA
11,2016,Weld,NR,"$2,417,762 "
12,2016, Total,"$34,872,353 ","$81,221,005 "
12,2016,Adams,"$568,391 ","$4,593,466 "
12,2016,Alamosa,NR,NA
12,2016,Arapahoe,"$1,447,994 ","$9,260,969 "
12,2016,Archuleta,NR,NR
12,2016,Boulder,"$2,510,721 ","$5,821,440 "
12,2016,Chaffee,NR,"$351,614 "
12,2016,Clear Creek,"$61,999 ","$526,729 "
12,2016,Conejos,NA,"$339,375 "
12,2016,Costilla,NR,"$223,780 "
12,2016,Denver,"$16,064,917 ","$27,400,081 "
12,2016,Eagle,"$163,815 ","$1,398,924 "
12,2016,El Paso,"$8,417,826 ",NR
12,2016,Fremont,"$173,405 ",NA
12,2016,Garfield,"$322,592 ","$1,451,481 "
12,2016,Gilpin,NR,"$204,163 "
12,2016,Grand,NR,"$390,044 "
12,2016,Gunnison,NR,"$530,400 "
12,2016,Huerfano,NA,NR
12,2016,Jefferson,"$1,545,983 ","$4,354,956 "
12,2016,La Plata,"$334,003 ","$2,011,310 "
12,2016,Lake,NA,"$182,830 "
12,2016,Larimer,"$1,260,854 ","$4,145,435 "
12,2016,Las Animas,NR,"$2,389,493 "
12,2016,Mesa,NR,NR
12,2016,Moffat,NR,NA
12,2016,Montezuma,NR,"$1,211,288 "
12,2016,Montrose,NR,NA
12,2016,Morgan,NR,"$579,314 "
12,2016,Otero,NR,NA
12,2016,Ouray,NR,"$334,503 "
12,2016,Park,NR,"$301,869 "
12,2016,Pitkin,"$70,724 ","$1,065,431 "
12,2016,Pueblo,"$637,069 ","$2,566,125 "
12,2016,Routt,"$188,092 ","$789,398 "
12,2016,Saguache,NA,NR
12,2016,San Juan,NA,NR
12,2016,San Miguel,"$30,626 ","$316,572 "
12,2016,Sedgwick,NR,NR
12,2016,Summit,"$163,465 ","$2,203,456 "
12,2016,Teller,NR,NA
12,2016,Weld,"$309,108 ","$2,486,668 "
1,2017, Total,"$31,712,608 ","$76,018,423 "
1,2017,Adams,"$520,138 ","$4,192,709 "
1,2017,Alamosa,NR,NA
1,2017,Arapahoe,"$1,137,598 ","$8,481,055 "
1,2017,Archuleta,NR,NR
1,2017,Boulder,"$1,943,678 ","$5,351,831 "
1,2017,Chaffee,NR,"$316,009 "
1,2017,Clear Creek,"$52,434 ","$584,198 "
1,2017,Conejos,NA,"$294,331 "
1,2017,Costilla,NR,"$214,330 "
1,2017,Denver,"$15,275,938 ","$25,681,498 "
1,2017,Eagle,"$135,334 ","$1,297,711 "
1,2017,El Paso,"$7,656,270 ",NR
1,2017,Fremont,NR,NA
1,2017,Garfield,"$308,266 ","$1,373,945 "
1,2017,Gilpin,NR,"$157,003 "
1,2017,Grand,NR,"$378,163 "
1,2017,Gunnison,NR,"$546,542 "
1,2017,Huerfano,NA,NR
1,2017,Jefferson,"$1,370,186 ","$4,098,431 "
1,2017,La Plata,"$301,119 ","$1,655,168 "
1,2017,Lake,NA,"$188,571 "
1,2017,Larimer,"$1,099,359 ","$3,695,944 "
1,2017,Las Animas,NR,"$2,162,976 "
1,2017,Mesa,NR,NR
1,2017,Moffat,NR,NA
1,2017,Montezuma,"$55,703 ","$1,146,208 "
1,2017,Montrose,NR,NA
1,2017,Morgan,NR,NR
1,2017,Otero,NR,NA
1,2017,Ouray,NR,"$326,182 "
1,2017,Park,NR,"$267,804 "
1,2017,Pitkin,"$66,911 ","$1,164,037 "
1,2017,Pueblo,"$515,017 ","$2,334,107 "
1,2017,Routt,"$186,048 ","$938,153 "
1,2017,Saguache,NA,NR
1,2017,San Juan,NA,NR
1,2017,San Miguel,"$35,319 ","$426,586 "
1,2017,Sedgwick,NR,NR
1,2017,Summit,NR,"$2,678,675 "
1,2017,Teller,NR,NA
1,2017,Weld,"$267,811 ","$2,382,718 "
2,2017, Total,"$31,074,413 ","$75,665,966 "
2,2017,Adams,"$602,151 ","$4,117,924 "
2,2017,Alamosa,NR,NA
2,2017,Arapahoe,"$1,330,979 ","$8,243,087 "
2,2017,Archuleta,NR,"$498,578 "
2,2017,Boulder,"$1,728,022 ","$5,165,008 "
2,2017,Chaffee,NR,"$311,277 "
2,2017,Clear Creek,"$59,126 ","$551,247 "
2,2017,Conejos,NA,"$331,768 "
2,2017,Costilla,NR,"$214,658 "
2,2017,Denver,"$14,300,291 ","$25,223,748 "
2,2017,Eagle,"$136,357 ","$1,277,562 "
2,2017,El Paso,"$7,876,520 ",NR
2,2017,Fremont,"$164,115 ",NA
2,2017,Garfield,"$274,508 ","$1,492,785 "
2,2017,Gilpin,NR,"$180,512 "
2,2017,Grand,NR,"$366,095 "
2,2017,Gunnison,NR,"$493,440 "
2,2017,Huerfano,NA,NR
2,2017,Jefferson,"$1,519,126 ","$3,970,982 "
2,2017,La Plata,"$282,052 ","$1,708,769 "
2,2017,Lake,NA,"$187,885 "
2,2017,Larimer,"$1,041,868 ","$3,771,110 "
2,2017,Las Animas,"$31,212 ","$2,558,480 "
2,2017,Mesa,NR,NR
2,2017,Moffat,NR,NA
2,2017,Montezuma,"$57,030 ","$1,275,430 "
2,2017,Montrose,NR,NA
2,2017,Morgan,NR,"$623,494 "
2,2017,Otero,NR,NA
2,2017,Ouray,NR,"$331,947 "
2,2017,Park,NR,"$275,968 "
2,2017,Pitkin,"$64,017 ","$1,076,901 "
2,2017,Pueblo,"$562,271 ","$2,575,500 "
2,2017,Routt,"$161,179 ","$912,576 "
2,2017,Saguache,NA,NR
2,2017,San Juan,NA,NR
2,2017,San Miguel,"$22,889 ","$394,742 "
2,2017,Sedgwick,NR,NR
2,2017,Summit,"$138,716 ","$2,403,241 "
2,2017,Teller,NR,NA
2,2017,Weld,"$270,319 ","$2,440,896 "
3,2017, Total,"$37,451,683 ","$92,912,147 "
3,2017,Adams,"$913,402 ","$5,044,686 "
3,2017,Alamosa,NR,NA
3,2017,Arapahoe,"$1,334,138 ","$10,106,784 "
3,2017,Archuleta,NR,"$605,222 "
3,2017,Boulder,"$1,997,004 ","$6,322,530 "
3,2017,Chaffee,NR,"$423,717 "
3,2017,Clear Creek,"$64,572 ","$640,228 "
3,2017,Conejos,NA,"$401,292 "
3,2017,Costilla,NR,"$295,783 "
3,2017,Denver,"$17,960,587 ","$30,626,743 "
3,2017,Eagle,"$163,530 ","$1,472,005 "
3,2017,El Paso,"$9,287,927 ",NR
3,2017,Fremont,"$182,868 ",NA
3,2017,Garfield,"$336,144 ","$1,854,980 "
3,2017,Gilpin,NR,"$216,220 "
3,2017,Grand,NR,"$452,276 "
3,2017,Gunnison,NR,"$617,409 "
3,2017,Huerfano,NA,NR
3,2017,Jefferson,"$1,607,995 ","$4,831,958 "
3,2017,La Plata,"$338,875 ","$2,125,562 "
3,2017,Lake,NA,NR
3,2017,Larimer,"$1,197,682 ","$4,573,556 "
3,2017,Las Animas,"$35,131 ","$3,349,342 "
3,2017,Mesa,NR,NR
3,2017,Moffat,NR,NA
3,2017,Montezuma,"$63,516 ","$1,684,919 "
3,2017,Montrose,NR,NA
3,2017,Morgan,NR,NR
3,2017,Otero,NR,NA
3,2017,Ouray,NR,NR
3,2017,Park,NR,"$356,540 "
3,2017,Pitkin,"$74,384 ","$1,277,247 "
3,2017,Pueblo,"$676,620 ","$3,341,395 "
3,2017,Routt,NR,"$1,010,851 "
3,2017,Saguache,NA,NR
3,2017,San Juan,NA,NR
3,2017,San Miguel,"$27,209 ","$477,587 "
3,2017,Sedgwick,NR,NR
3,2017,Summit,"$158,399 ","$2,854,198 "
3,2017,Teller,NR,NA
3,2017,Weld,"$297,470 ","$2,751,277 "
4,2017, Total,"$38,049,392 ","$86,223,281 "
4,2017,Adams,"$1,170,547 ","$4,969,567 "
4,2017,Alamosa,NR,NA
4,2017,Arapahoe,"$1,171,574 ","$9,966,130 "
4,2017,Archuleta,NR,"$409,149 "
4,2017,Boulder,"$2,002,527 ","$5,899,546 "
4,2017,Chaffee,NR,"$356,366 "
4,2017,Clear Creek,"$53,972 ","$478,629 "
4,2017,Conejos,NA,"$404,901 "
4,2017,Costilla,NR,"$256,910 "
4,2017,Denver,"$19,101,844 ","$30,186,897 "
4,2017,Eagle,"$160,790 ","$938,098 "
4,2017,El Paso,"$8,978,250 ",NR
4,2017,Fremont,"$178,131 ",NA
4,2017,Garfield,"$307,340 ","$1,809,692 "
4,2017,Gilpin,NR,"$191,824 "
4,2017,Grand,NR,"$265,989 "
4,2017,Gunnison,NR,"$432,842 "
4,2017,Huerfano,NA,NR
4,2017,Jefferson,"$1,408,453 ","$4,695,857 "
4,2017,La Plata,"$347,940 ","$1,867,263 "
4,2017,Lake,NA,"$196,156 "
4,2017,Larimer,"$1,235,650 ","$4,578,590 "
4,2017,Las Animas,"$30,610 ","$2,875,977 "
4,2017,Mesa,NR,NR
4,2017,Moffat,NR,NA
4,2017,Montezuma,"$72,479 ","$1,683,864 "
4,2017,Montrose,NR,NA
4,2017,Morgan,NR,NR
4,2017,Otero,NR,NA
4,2017,Ouray,NR,NR
4,2017,Park,NR,"$301,838 "
4,2017,Pitkin,NR,"$625,875 "
4,2017,Pueblo,"$583,583 ","$3,094,658 "
4,2017,Routt,NR,"$689,882 "
4,2017,Saguache,NA,NR
4,2017,San Juan,NA,NR
4,2017,San Miguel,"$18,710 ","$161,211 "
4,2017,Sedgwick,NR,NR
4,2017,Summit,"$141,152 ","$1,630,117 "
4,2017,Teller,NR,NA
4,2017,Weld,"$293,539 ","$2,626,833 "
5,2017, Total,"$36,521,894 ","$87,012,525 "
5,2017,Adams,"$1,075,187 ","$5,013,781 "
5,2017,Alamosa,NR,NA
5,2017,Arapahoe,"$1,171,273 ","$9,370,054 "
5,2017,Archuleta,NR,NR
5,2017,Boulder,"$1,906,922 ","$6,368,428 "
5,2017,Chaffee,NR,"$433,627 "
5,2017,Clear Creek,"$55,309 ","$460,991 "
5,2017,Conejos,NA,"$444,090 "
5,2017,Costilla,NR,"$332,894 "
5,2017,Denver,"$18,140,806 ","$30,503,582 "
5,2017,Eagle,"$124,904 ","$689,235 "
5,2017,El Paso,"$8,925,573 ",NR
5,2017,Fremont,NR,NA
5,2017,Garfield,"$321,107 ","$1,911,323 "
5,2017,Gilpin,NR,"$196,823 "
5,2017,Grand,NR,"$218,635 "
5,2017,Gunnison,NR,"$444,435 "
5,2017,Huerfano,NA,NR
5,2017,Jefferson,"$1,274,422 ","$4,370,646 "
5,2017,La Plata,"$313,285 ","$1,980,269 "
5,2017,Lake,NA,"$197,459 "
5,2017,Larimer,"$1,167,689 ","$4,562,024 "
5,2017,Las Animas,NR,"$3,471,581 "
5,2017,Mesa,NR,NR
5,2017,Moffat,NR,NA
5,2017,Montezuma,"$70,134 ","$1,766,079 "
5,2017,Montrose,NR,NA
5,2017,Morgan,NR,"$841,413 "
5,2017,Otero,NR,NA
5,2017,Ouray,NR,"$465,454 "
5,2017,Park,NR,"$314,186 "
5,2017,Pitkin,"$59,097 ","$485,392 "
5,2017,Pueblo,"$599,384 ","$3,276,386 "
5,2017,Routt,NR,"$634,839 "
5,2017,Saguache,NA,NR
5,2017,San Juan,NA,NR
5,2017,San Miguel,"$13,661 ","$189,132 "
5,2017,Sedgwick,NR,NR
5,2017,Summit,"$101,828 ","$1,140,913 "
5,2017,Teller,NR,NA
5,2017,Weld,"$290,867 ","$2,587,473 "
6,2017, Total,"$36,125,578 ","$92,825,639 "
6,2017,Adams,"$1,091,425 ","$5,137,782 "
6,2017,Alamosa,NR,NA
6,2017,Arapahoe,"$1,033,427 ","$9,314,356 "
6,2017,Archuleta,NR,"$691,943 "
6,2017,Boulder,"$1,846,713 ","$6,880,933 "
6,2017,Chaffee,NR,"$559,238 "
6,2017,Clear Creek,"$57,869 ","$581,672 "
6,2017,Conejos,NA,"$510,132 "
6,2017,Costilla,NR,"$403,056 "
6,2017,Denver,"$17,634,832 ","$31,586,804 "
6,2017,Eagle,"$129,118 ","$916,059 "
6,2017,El Paso,"$9,117,656 ",NR
6,2017,Fremont,"$179,179 ",NA
6,2017,Garfield,"$292,213 ","$2,042,113 "
6,2017,Gilpin,NR,"$256,404 "
6,2017,Grand,NR,"$330,529 "
6,2017,Gunnison,NR,"$522,302 "
6,2017,Huerfano,NA,NR
6,2017,Jefferson,"$1,252,570 ","$4,405,653 "
6,2017,La Plata,"$294,220 ","$2,206,045 "
6,2017,Lake,NA,"$248,265 "
6,2017,Larimer,"$1,134,167 ","$4,929,421 "
6,2017,Las Animas,"$32,972 ","$3,836,814 "
6,2017,Mesa,NR,NR
6,2017,Moffat,NR,NA
6,2017,Montezuma,"$81,402 ","$1,863,923 "
6,2017,Montrose,NR,NA
6,2017,Morgan,NR,"$860,998 "
6,2017,Otero,NR,NA
6,2017,Ouray,NR,"$583,159 "
6,2017,Park,NR,"$375,371 "
6,2017,Pitkin,"$69,389 ","$880,604 "
6,2017,Pueblo,"$707,393 ","$3,465,138 "
6,2017,Routt,NR,"$796,881 "
6,2017,Saguache,NA,NR
6,2017,San Juan,NA,NR
6,2017,San Miguel,"$24,094 ","$397,687 "
6,2017,Sedgwick,NR,NR
6,2017,Summit,"$104,603 ","$1,503,046 "
6,2017,Teller,NR,NA
6,2017,Weld,"$301,813 ","$2,545,979 "
7,2017, Total,"$35,256,994 ","$101,037,453 "
7,2017,Adams,"$971,747 ","$5,462,382 "
7,2017,Alamosa,NR,NA
7,2017,Arapahoe,"$953,749 ","$9,672,770 "
7,2017,Archuleta,NR,"$884,084 "
7,2017,Boulder,"$1,851,637 ","$7,070,534 "
7,2017,Chaffee,NR,"$662,413 "
7,2017,Clear Creek,"$34,954 ","$678,322 "
7,2017,Conejos,NA,"$586,118 "
7,2017,Costilla,NR,"$453,934 "
7,2017,Denver,"$17,274,275 ","$34,007,419 "
7,2017,Eagle,"$142,382 ","$1,159,081 "
7,2017,El Paso,"$8,717,083 ",NR
7,2017,Fremont,"$184,871 ",NA
7,2017,Garfield,"$307,082 ","$2,128,843 "
7,2017,Gilpin,NR,"$271,414 "
7,2017,Grand,NR,"$455,029 "
7,2017,Gunnison,NR,"$892,740 "
7,2017,Huerfano,NA,NR
7,2017,Jefferson,"$1,282,271 ","$4,525,746 "
7,2017,La Plata,"$297,527 ","$2,366,747 "
7,2017,Lake,NA,"$320,873 "
7,2017,Larimer,"$1,186,223 ","$5,303,480 "
7,2017,Las Animas,NR,"$4,383,708 "
7,2017,Mesa,NR,NR
7,2017,Moffat,NR,NA
7,2017,Montezuma,"$73,002 ","$1,884,658 "
7,2017,Montrose,NR,NA
7,2017,Morgan,NR,"$909,700 "
7,2017,Otero,NR,NA
7,2017,Ouray,NR,NR
7,2017,Park,NR,"$465,717 "
7,2017,Pitkin,"$74,079 ","$1,267,251 "
7,2017,Pueblo,"$684,190 ","$3,762,112 "
7,2017,Routt,NR,"$1,009,377 "
7,2017,Saguache,NA,NR
7,2017,San Juan,NA,NR
7,2017,San Miguel,"$26,729 ","$521,810 "
7,2017,Sedgwick,NR,NR
7,2017,Summit,"$119,533 ","$2,001,214 "
7,2017,Teller,NR,NA
7,2017,Weld,"$288,400 ","$2,659,205 "
8,2017, Total,"$36,921,075 ","$101,548,082 "
8,2017,Adams,"$1,126,750 ","$5,481,342 "
8,2017,Alamosa,NR,NA
8,2017,Arapahoe,"$911,448 ","$9,187,128 "
8,2017,Archuleta,NR,"$776,784 "
8,2017,Boulder,"$1,883,573 ","$7,401,555 "
8,2017,Chaffee,NR,"$614,319 "
8,2017,Clear Creek,"$43,341 ","$632,988 "
8,2017,Conejos,NA,"$571,105 "
8,2017,Costilla,NR,"$400,679 "
8,2017,Denver,"$18,574,912 ","$35,043,361 "
8,2017,Eagle,"$154,928 ","$1,394,312 "
8,2017,El Paso,"$8,645,974 ",NR
8,2017,Fremont,"$184,251 ",NA
8,2017,Garfield,"$325,823 ","$2,108,270 "
8,2017,Gilpin,NR,"$251,283 "
8,2017,Grand,NR,"$426,846 "
8,2017,Gunnison,NR,"$809,595 "
8,2017,Huerfano,NA,NR
8,2017,Jefferson,"$1,353,370 ","$4,474,575 "
8,2017,La Plata,"$298,055 ","$2,289,292 "
8,2017,Lake,NA,"$322,375 "
8,2017,Larimer,"$1,206,766 ","$5,554,496 "
8,2017,Las Animas,"$45,309 ","$4,437,323 "
8,2017,Mesa,NR,NR
8,2017,Moffat,NR,NA
8,2017,Montezuma,"$93,411 ","$1,862,970 "
8,2017,Montrose,NR,NA
8,2017,Morgan,NR,"$964,989 "
8,2017,Otero,NR,NA
8,2017,Ouray,NR,"$621,133 "
8,2017,Park,NR,"$455,141 "
8,2017,Pitkin,"$66,581 ","$1,205,815 "
8,2017,Pueblo,"$737,016 ","$3,815,493 "
8,2017,Routt,NR,"$976,301 "
8,2017,Saguache,NA,NR
8,2017,San Juan,NA,NR
8,2017,San Miguel,"$21,450 ","$450,802 "
8,2017,Sedgwick,NR,NR
8,2017,Summit,"$112,638 ","$1,890,882 "
8,2017,Teller,NR,NA
8,2017,Weld,"$315,417 ","$2,708,742 "
9,2017, Total,"$35,518,033 ","$100,280,636 "
9,2017,Adams,"$986,385 ","$5,591,544 "
9,2017,Alamosa,NR,NA
9,2017,Arapahoe,"$868,838 ","$9,476,898 "
9,2017,Archuleta,NR,"$715,518 "
9,2017,Boulder,"$1,867,935 ","$7,089,840 "
9,2017,Chaffee,NR,"$547,218 "
9,2017,Clear Creek,"$45,086 ","$570,485 "
9,2017,Conejos,NA,"$555,120 "
9,2017,Costilla,NR,"$424,241 "
9,2017,Denver,"$17,531,038 ","$34,766,657 "
9,2017,Eagle,"$138,445 ","$1,212,598 "
9,2017,El Paso,"$8,591,074 ",NR
9,2017,Fremont,"$166,500 ",NA
9,2017,Garfield,"$320,870 ","$2,104,540 "
9,2017,Gilpin,NR,"$266,428 "
9,2017,Grand,NR,"$355,550 "
9,2017,Gunnison,NR,"$728,296 "
9,2017,Huerfano,NA,NR
9,2017,Jefferson,"$1,391,833 ","$4,335,662 "
9,2017,La Plata,"$301,865 ","$2,211,371 "
9,2017,Lake,NA,"$272,842 "
9,2017,Larimer,"$1,214,136 ","$5,491,456 "
9,2017,Las Animas,"$42,148 ","$4,669,330 "
9,2017,Mesa,NR,"$931,484 "
9,2017,Moffat,NR,NA
9,2017,Montezuma,"$74,493 ","$1,890,596 "
9,2017,Montrose,NR,NA
9,2017,Morgan,NR,"$972,694 "
9,2017,Otero,NR,NA
9,2017,Ouray,NR,"$641,630 "
9,2017,Park,NR,"$401,682 "
9,2017,Pitkin,"$64,771 ","$1,058,088 "
9,2017,Pueblo,"$677,550 ","$3,869,882 "
9,2017,Routt,NR,"$924,592 "
9,2017,Saguache,NA,"$151,900 "
9,2017,San Juan,NA,NR
9,2017,San Miguel,NR,"$475,875 "
9,2017,Sedgwick,NR,NR
9,2017,Summit,"$115,774 ","$1,561,814 "
9,2017,Weld,"$330,702 ","$2,723,950 "
10,2017, Total,"$34,082,247 ","$93,623,919 "
10,2017,Adams,"$948,132 ","$5,441,728 "
10,2017,Alamosa,NR,NA
10,2017,Arapahoe,"$927,716 ","$9,221,783 "
10,2017,Archuleta,NR,"$574,929 "
10,2017,Boulder,"$1,869,460 ","$6,744,069 "
10,2017,Chaffee,NR,"$452,091 "
10,2017,Clear Creek,"$33,021 ","$485,097 "
10,2017,Conejos,NA,"$469,150 "
10,2017,Costilla,NA,"$356,750 "
10,2017,Denver,"$16,854,622 ","$33,586,096 "
10,2017,Eagle,"$121,584 ","$982,903 "
10,2017,El Paso,"$8,153,081 ",NR
10,2017,Fremont,"$143,271 ",NA
10,2017,Garfield,"$265,961 ","$1,773,496 "
10,2017,Gilpin,NR,"$197,522 "
10,2017,Grand,NR,NR
10,2017,Gunnison,NR,"$562,053 "
10,2017,Huerfano,NA,NR
10,2017,Jefferson,"$1,469,845 ","$4,104,272 "
10,2017,La Plata,"$299,503 ","$1,971,031 "
10,2017,Lake,NA,"$205,966 "
10,2017,Larimer,"$1,124,315 ","$5,315,541 "
10,2017,Las Animas,"$35,561 ","$4,192,076 "
10,2017,Mesa,NR,"$1,007,121 "
10,2017,Moffat,NR,NA
10,2017,Montezuma,"$61,290 ","$1,759,476 "
10,2017,Montrose,NR,NA
10,2017,Morgan,NR,"$944,046 "
10,2017,Otero,NR,NA
10,2017,Ouray,NR,"$504,899 "
10,2017,Park,NR,"$344,712 "
10,2017,Pitkin,"$57,474 ","$703,705 "
10,2017,Pueblo,"$538,665 ","$3,525,795 "
10,2017,Routt,NR,"$771,913 "
10,2017,Saguache,NA,"$117,885 "
10,2017,San Juan,NA,NR
10,2017,San Miguel,NR,"$266,043 "
10,2017,Sedgwick,NR,NR
10,2017,Summit,"$120,951 ","$1,295,739 "
10,2017,Teller,NR,NA
10,2017,Weld,"$327,093 ","$2,554,620 "
11,2017, Total,"$31,878,468 ","$87,689,309 "
11,2017,Adams,"$999,483 ","$5,558,469 "
11,2017,Alamosa,NR,NA
11,2017,Arapahoe,"$755,136 ","$9,034,873 "
11,2017,Archuleta,NR,"$508,490 "
11,2017,Boulder,"$1,770,651 ","$6,329,971 "
11,2017,Chaffee,NR,"$347,798 "
11,2017,Clear Creek,"$38,372 ","$453,940 "
11,2017,Conejos,NA,"$424,081 "
11,2017,Costilla,NA,"$247,946 "
11,2017,Denver,"$15,704,331 ","$31,195,308 "
11,2017,Eagle,"$118,682 ","$980,728 "
11,2017,El Paso,"$7,652,843 ",NR
11,2017,Fremont,"$133,101 ",NA
11,2017,Garfield,"$243,896 ","$1,581,537 "
11,2017,Gilpin,NR,"$188,913 "
11,2017,Grand,NR,"$272,045 "
11,2017,Gunnison,NR,"$433,357 "
11,2017,Huerfano,NA,NR
11,2017,Jefferson,"$1,302,651 ","$3,678,694 "
11,2017,La Plata,"$278,348 ","$1,753,119 "
11,2017,Lake,NA,"$174,191 "
11,2017,Larimer,"$1,095,959 ","$5,125,412 "
11,2017,Las Animas,"$36,449 ","$3,956,545 "
11,2017,Mesa,NR,"$963,023 "
11,2017,Moffat,NR,NA
11,2017,Montezuma,"$54,431 ","$1,658,451 "
11,2017,Montrose,NR,NA
11,2017,Morgan,NR,"$880,963 "
11,2017,Otero,NR,NA
11,2017,Ouray,NR,NR
11,2017,Park,NR,"$323,525 "
11,2017,Pitkin,"$53,994 ","$571,977 "
11,2017,Pueblo,"$501,175 ","$3,320,340 "
11,2017,Routt,NR,"$661,206 "
11,2017,Saguache,NA,"$95,793 "
11,2017,San Juan,NA,NR
11,2017,San Miguel,NR,"$181,166 "
11,2017,Sedgwick,NR,NR
11,2017,Summit,"$114,788 ","$1,411,797 "
11,2017,Weld,"$351,629 ","$2,433,403 "
12,2017, Total,"$31,924,397 ","$96,348,057 "
12,2017,Adams,"$782,044 ","$6,120,302 "
12,2017,Alamosa,NR,NA
12,2017,Arapahoe,"$881,650 ","$9,761,509 "
12,2017,Archuleta,NR,"$732,699 "
12,2017,Boulder,"$1,816,738 ","$6,814,221 "
12,2017,Chaffee,NR,"$398,262 "
12,2017,Clear Creek,"$32,356 ","$574,268 "
12,2017,Conejos,NA,"$434,200 "
12,2017,Costilla,NA,"$273,773 "
12,2017,Denver,"$14,510,755 ","$32,265,126 "
